trial,stimWord,stimColor,condition,leftWord,leftColor,rightWord,rightColor,response,stimImage,leftImage,rightImage
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,12.png,6.png,13.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,12.png,4.png,15.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,4.png,1.png,16.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,10.png,13.png,2.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,10.png,13.png,14.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,4.png,12.png,7.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,4.png,15.png,12.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,6.png,15.png,2.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,16.png,5.png,10.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,8.png,15.png,16.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,16.png,1.png,8.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,2.png,15.png,12.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,6.png,16.png,7.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,10.png,3.png,16.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,10.png,4.png,15.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,8.png,15.png,12.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,10.png,6.png,7.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,6.png,2.png,3.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,8.png,10.png,7.png
,LOSS,white,loss,GAIN,white,LOSS,white,buttonB,4.png,7.png,6.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,14.png,8.png,11.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,4.png,11.png,10.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,14.png,12.png,3.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,8.png,11.png,12.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,14.png,1.png,2.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,12.png,9.png,4.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,10.png,14.png,15.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,6.png,9.png,16.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,2.png,13.png,14.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,16.png,12.png,13.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,16.png,7.png,12.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,12.png,11.png,4.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,6.png,4.png,3.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,4.png,14.png,1.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,12.png,14.png,11.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,8.png,4.png,15.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,8.png,1.png,10.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,6.png,1.png,10.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,10.png,3.png,14.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,6.png,15.png,12.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,16.png,5.png,6.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,8.png,4.png,1.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,6.png,4.png,3.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,16.png,6.png,1.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,8.png,10.png,5.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,2.png,5.png,8.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,4.png,2.png,7.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,8.png,12.png,13.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,14.png,5.png,8.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,10.png,14.png,9.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,14.png,12.png,7.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,2.png,14.png,13.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,16.png,7.png,12.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,10.png,6.png,15.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,6.png,7.png,10.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,16.png,10.png,3.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,6.png,16.png,1.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,6.png,14.png,15.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,10.png,15.png,4.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,14.png,10.png,15.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,2.png,5.png,8.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,16.png,8.png,15.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,16.png,13.png,10.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,12.png,2.png,5.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,14.png,3.png,4.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,4.png,5.png,14.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,14.png,10.png,11.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,8.png,3.png,2.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,12.png,15.png,14.png
,LOSS,white,loss,LOSS,white,GAIN,white,buttonA,16.png,8.png,1.png
